,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
19720,19721,2012,4,1,16,1,-1,-1,-1,43,-8.0,25.0,1014.0,11.0,SE,42.91,0.0,0.0
19721,19722,2012,4,1,17,1,-1,-1,-1,38,-7.0,31.0,1014.0,9.0,SE,50.06,0.0,0.0
19722,19723,2012,4,1,18,1,-1,-1,-1,36,-7.0,31.0,1015.0,9.0,SE,54.98,0.0,0.0
19723,19724,2012,4,1,19,1,-1,-1,-1,43,-7.0,33.0,1015.0,8.0,SE,60.79,0.0,0.0
19724,19725,2012,4,1,20,1,-1,-1,-1,47,-8.0,31.0,1016.0,8.0,SE,64.81,0.0,0.0
19725,19726,2012,4,1,21,1,-1,-1,-1,54,-9.0,30.0,1016.0,7.0,SE,67.94,0.0,0.0
19726,19727,2012,4,1,22,1,-1,-1,-1,44,-10.0,28.0,1016.0,7.0,SE,71.07,0.0,0.0
19727,19728,2012,4,1,23,1,-1,-1,-1,28,-10.0,28.0,1015.0,7.0,SE,72.86,0.0,0.0
19728,19729,2012,4,2,0,1,-1,-1,-1,41,-10.0,30.0,1014.0,6.0,NW,0.89,0.0,0.0
19729,19730,2012,4,2,1,1,-1,-1,-1,31,-9.0,33.0,1014.0,6.0,NW,1.78,0.0,0.0
19730,19731,2012,4,2,2,1,-1,-1,-1,35,-9.0,30.0,1014.0,7.0,NW,1.79,0.0,0.0
19731,19732,2012,4,2,3,1,-1,-1,-1,45,-8.0,35.0,1013.0,6.0,SE,0.89,0.0,0.0
19732,19733,2012,4,2,4,1,-1,-1,-1,36,-7.0,38.0,1013.0,6.0,SE,0.45,0.0,0.0
19733,19734,2012,4,2,5,1,-1,-1,-1,28,-7.0,38.0,1013.0,6.0,SE,0.9,0.0,0.0
19734,19735,2012,4,2,6,1,-1,-1,-1,35,-6.0,41.0,1013.0,6.0,SE,0.89,0.0,0.0
19735,19736,2012,4,2,7,1,-1,-1,-1,38,-5.0,45.0,1014.0,6.0,SE,2.68,0.0,0.0
19736,19737,2012,4,2,8,1,-1,-1,-1,49,-4.0,48.0,1015.0,6.0,SE,4.47,0.0,0.0
19737,19738,2012,4,2,9,1,-1,-1,-1,46,-5.0,42.0,1016.0,7.0,SE,0.89,0.0,0.0
19738,19739,2012,4,2,10,1,-1,-1,-1,60,-8.0,29.0,1016.0,9.0,SE,1.78,0.0,0.0
19739,19740,2012,4,2,11,1,-1,-1,-1,52,-7.0,29.0,1016.0,10.0,SE,1.79,0.0,0.0
19740,19741,2012,4,2,12,1,-1,-1,-1,48,-7.0,27.0,1015.0,11.0,SE,3.58,0.0,0.0
19741,19742,2012,4,2,13,1,-1,-1,-1,52,-5.0,32.0,1015.0,11.0,SE,7.6,0.0,0.0
19742,19743,2012,4,2,14,1,-1,-1,-1,55,-6.0,29.0,1014.0,11.0,SE,10.73,0.0,0.0
19743,19744,2012,4,2,15,1,-1,-1,-1,64,-6.0,29.0,1014.0,11.0,SE,14.75,0.0,0.0
19744,19745,2012,4,2,16,1,-1,-1,-1,58,-3.0,37.0,1014.0,11.0,SE,19.67,0.0,0.0
19745,19746,2012,4,2,17,1,-1,-1,-1,55,-3.0,37.0,1014.0,11.0,SE,24.59,0.0,0.0
19746,19747,2012,4,2,18,1,-1,-1,-1,61,-3.0,39.0,1016.0,10.0,SE,29.51,0.0,0.0
19747,19748,2012,4,2,19,1,-1,-1,-1,63,-3.0,39.0,1017.0,10.0,NW,3.13,0.0,0.0
19748,19749,2012,4,2,20,1,-1,-1,-1,12,-2.0,45.0,1019.0,9.0,NW,4.02,0.0,0.0
19749,19750,2012,4,2,21,1,-1,-1,-1,11,-6.0,41.0,1020.0,6.0,NW,4.92,0.0,0.0
19750,19751,2012,4,2,22,1,-1,-1,-1,11,-14.0,16.0,1020.0,10.0,NW,10.73,0.0,0.0
19751,19752,2012,4,2,23,1,-1,-1,-1,11,-12.0,21.0,1021.0,9.0,NW,18.78,0.0,0.0
19752,19753,2012,4,3,0,1,-1,-1,-1,10,-10.0,26.0,1021.0,8.0,NW,27.72,0.0,0.0
19753,19754,2012,4,3,1,1,-1,-1,-1,8,-12.0,24.0,1022.0,7.0,NW,36.66,0.0,0.0
19754,19755,2012,4,3,2,1,-1,-1,-1,7,-14.0,22.0,1021.0,6.0,NW,42.47,0.0,0.0
19755,19756,2012,4,3,3,1,-1,-1,-1,8,-14.0,20.0,1021.0,7.0,NW,50.52,0.0,0.0
19756,19757,2012,4,3,4,1,-1,-1,-1,15,-14.0,23.0,1020.0,5.0,NW,56.33,0.0,0.0
19757,19758,2012,4,3,5,1,-1,-1,-1,17,-14.0,27.0,1020.0,3.0,NW,61.25,0.0,0.0
19758,19759,2012,4,3,6,1,-1,-1,-1,32,-13.0,29.0,1020.0,3.0,NE,0.89,0.0,0.0
19759,19760,2012,4,3,7,1,-1,-1,-1,20,-12.0,27.0,1020.0,5.0,NE,4.02,0.0,0.0
19760,19761,2012,4,3,8,1,-1,-1,-1,24,-15.0,15.0,1019.0,10.0,NW,1.79,0.0,0.0
19761,19762,2012,4,3,9,1,-1,-1,-1,26,-14.0,16.0,1019.0,10.0,SE,3.13,0.0,0.0
19762,19763,2012,4,3,10,1,-1,-1,-1,28,-15.0,13.0,1018.0,12.0,SE,8.94,0.0,0.0
19763,19764,2012,4,3,11,1,-1,-1,-1,34,-15.0,12.0,1017.0,13.0,SE,14.75,0.0,0.0
19764,19765,2012,4,3,12,1,-1,-1,-1,24,-14.0,12.0,1015.0,15.0,NW,4.92,0.0,0.0
19765,19766,2012,4,3,13,1,-1,-1,-1,39,-13.0,11.0,1013.0,17.0,SE,8.05,0.0,0.0
19766,19767,2012,4,3,14,1,-1,-1,-1,35,-13.0,10.0,1012.0,19.0,NW,8.94,0.0,0.0
19767,19768,2012,4,3,15,1,-1,-1,-1,32,-12.0,10.0,1010.0,20.0,NW,14.75,0.0,0.0
19768,19769,2012,4,3,16,1,-1,-1,-1,27,-15.0,7.0,1009.0,21.0,NW,20.56,0.0,0.0
19769,19770,2012,4,3,17,1,-1,-1,-1,10,-15.0,8.0,1009.0,20.0,NW,28.61,0.0,0.0
19770,19771,2012,4,3,18,1,-1,-1,-1,18,-16.0,8.0,1010.0,19.0,NW,33.53,0.0,0.0
19771,19772,2012,4,3,19,1,-1,-1,-1,19,-14.0,10.0,1010.0,18.0,NW,36.66,0.0,0.0
19772,19773,2012,4,3,20,1,-1,-1,-1,15,-15.0,9.0,1011.0,17.0,NW,40.68,0.0,0.0
19773,19774,2012,4,3,21,1,-1,-1,-1,27,-16.0,9.0,1012.0,17.0,NW,46.49,0.0,0.0
19774,19775,2012,4,3,22,1,-1,-1,-1,25,-17.0,8.0,1011.0,16.0,NW,51.41,0.0,0.0
19775,19776,2012,4,3,23,1,-1,-1,-1,18,-17.0,9.0,1011.0,15.0,SE,0.89,0.0,0.0
19776,19777,2012,4,4,0,1,-1,-1,-1,25,-13.0,18.0,1011.0,10.0,SE,1.79,0.0,0.0
19777,19778,2012,4,4,1,1,-1,-1,-1,25,-16.0,11.0,1010.0,14.0,SE,6.71,0.0,0.0
19778,19779,2012,4,4,2,1,-1,-1,-1,9,-16.0,12.0,1009.0,12.0,SE,8.5,0.0,0.0
19779,19780,2012,4,4,3,1,-1,-1,-1,9,-16.0,12.0,1008.0,12.0,SE,10.29,0.0,0.0
19780,19781,2012,4,4,4,1,-1,-1,-1,30,-14.0,18.0,1008.0,9.0,NW,0.89,0.0,0.0
19781,19782,2012,4,4,5,1,-1,-1,-1,19,-16.0,10.0,1009.0,15.0,NW,7.15,0.0,0.0
19782,19783,2012,4,4,6,1,-1,-1,-1,10,-15.0,11.0,1009.0,14.0,NW,12.96,0.0,0.0
19783,19784,2012,4,4,7,1,-1,-1,-1,11,-13.0,13.0,1010.0,15.0,NW,21.01,0.0,0.0
19784,19785,2012,4,4,8,1,-1,-1,-1,32,-12.0,13.0,1012.0,16.0,NW,25.93,0.0,0.0
19785,19786,2012,4,4,9,1,-1,-1,-1,22,-11.0,14.0,1012.0,16.0,NW,31.74,0.0,0.0
19786,19787,2012,4,4,10,1,-1,-1,-1,21,-11.0,12.0,1013.0,18.0,NW,41.57,0.0,0.0
19787,19788,2012,4,4,11,1,-1,-1,-1,21,-12.0,11.0,1012.0,19.0,NW,49.62,0.0,0.0
19788,19789,2012,4,4,12,1,-1,-1,-1,14,-12.0,11.0,1012.0,18.0,NW,57.67,0.0,0.0
19789,19790,2012,4,4,13,1,-1,-1,-1,18,-13.0,10.0,1012.0,19.0,NW,64.82,0.0,0.0
19790,19791,2012,4,4,14,1,-1,-1,-1,22,-15.0,8.0,1011.0,20.0,NW,76.89,0.0,0.0
19791,19792,2012,4,4,15,1,-1,-1,-1,18,-15.0,8.0,1010.0,20.0,NW,86.72,0.0,0.0
19792,19793,2012,4,4,16,1,-1,-1,-1,10,-16.0,8.0,1010.0,19.0,NW,96.55,0.0,0.0
19793,19794,2012,4,4,17,1,-1,-1,-1,11,-16.0,8.0,1010.0,19.0,NW,104.6,0.0,0.0
19794,19795,2012,4,4,18,1,-1,-1,-1,11,-15.0,10.0,1011.0,16.0,NW,113.54,0.0,0.0
19795,19796,2012,4,4,19,1,-1,-1,-1,10,-16.0,11.0,1012.0,14.0,NW,121.59,0.0,0.0
19796,19797,2012,4,4,20,1,-1,-1,-1,11,-16.0,11.0,1014.0,13.0,NW,128.74,0.0,0.0
19797,19798,2012,4,4,21,1,-1,-1,-1,11,-16.0,12.0,1014.0,12.0,NE,4.02,0.0,0.0
19798,19799,2012,4,4,22,1,-1,-1,-1,11,-15.0,13.0,1015.0,12.0,NW,3.13,0.0,0.0
19799,19800,2012,4,4,23,1,-1,-1,-1,19,-14.0,13.0,1016.0,13.0,NW,8.94,0.0,0.0
19800,19801,2012,4,5,0,1,-1,-1,-1,22,-14.0,15.0,1016.0,11.0,NW,12.07,0.0,0.0
19801,19802,2012,4,5,1,1,-1,-1,-1,23,-17.0,11.0,1016.0,12.0,NW,20.12,0.0,0.0
19802,19803,2012,4,5,2,1,-1,-1,-1,11,-16.0,13.0,1016.0,11.0,NW,27.27,0.0,0.0
19803,19804,2012,4,5,3,1,-1,-1,-1,9,-15.0,16.0,1016.0,9.0,NW,34.42,0.0,0.0
19804,19805,2012,4,5,4,1,-1,-1,-1,11,-15.0,16.0,1016.0,9.0,NW,40.23,0.0,0.0
19805,19806,2012,4,5,5,1,-1,-1,-1,12,-14.0,20.0,1017.0,7.0,NW,46.04,0.0,0.0
19806,19807,2012,4,5,6,1,-1,-1,-1,8,-14.0,18.0,1018.0,9.0,NW,50.96,0.0,0.0
19807,19808,2012,4,5,7,1,-1,-1,-1,17,-13.0,18.0,1018.0,10.0,NW,56.77,0.0,0.0
19808,19809,2012,4,5,8,1,-1,-1,-1,14,-14.0,14.0,1018.0,12.0,NW,61.69,0.0,0.0
19809,19810,2012,4,5,9,1,-1,-1,-1,13,-13.0,14.0,1018.0,14.0,NW,64.82,0.0,0.0
19810,19811,2012,4,5,10,1,-1,-1,-1,13,-15.0,11.0,1017.0,14.0,NW,68.84,0.0,0.0
19811,19812,2012,4,5,11,1,-1,-1,-1,31,-15.0,9.0,1016.0,17.0,NW,75.99,0.0,0.0
19812,19813,2012,4,5,12,1,-1,-1,-1,22,-14.0,10.0,1015.0,17.0,NW,88.06,0.0,0.0
19813,19814,2012,4,5,13,1,-1,-1,-1,25,-12.0,11.0,1015.0,19.0,NW,99.24,0.0,0.0
19814,19815,2012,4,5,14,1,-1,-1,-1,13,-12.0,11.0,1014.0,19.0,NW,109.07,0.0,0.0
19815,19816,2012,4,5,15,1,-1,-1,-1,17,-12.0,11.0,1013.0,19.0,NW,118.9,0.0,0.0
19816,19817,2012,4,5,16,1,-1,-1,-1,17,-12.0,11.0,1013.0,18.0,NW,128.73,0.0,0.0
19817,19818,2012,4,5,17,1,-1,-1,-1,13,-12.0,12.0,1013.0,17.0,NW,140.8,0.0,0.0
19818,19819,2012,4,5,18,1,-1,-1,-1,16,-12.0,13.0,1013.0,16.0,NW,151.98,0.0,0.0
19819,19820,2012,4,5,19,1,-1,-1,-1,12,-12.0,14.0,1014.0,15.0,NW,163.16,0.0,0.0
19820,19821,2012,4,5,20,1,-1,-1,-1,13,-13.0,14.0,1015.0,14.0,NW,171.21,0.0,0.0
19821,19822,2012,4,5,21,1,-1,-1,-1,27,-12.0,15.0,1016.0,14.0,NW,177.02,0.0,0.0
19822,19823,2012,4,5,22,1,-1,-1,-1,15,-11.0,17.0,1017.0,13.0,NW,181.94,0.0,0.0
19823,19824,2012,4,5,23,1,-1,-1,-1,15,-9.0,22.0,1017.0,12.0,NW,189.09,0.0,0.0
19824,19825,2012,4,6,0,1,-1,-1,-1,20,-8.0,23.0,1017.0,12.0,NE,3.13,0.0,0.0
19825,19826,2012,4,6,1,1,-1,-1,-1,20,-8.0,23.0,1017.0,12.0,NE,6.26,0.0,0.0
19826,19827,2012,4,6,2,1,-1,-1,-1,17,-8.0,23.0,1017.0,12.0,NE,9.39,0.0,0.0
19827,19828,2012,4,6,3,1,-1,-1,-1,24,-6.0,34.0,1017.0,9.0,SE,0.89,0.0,0.0
19828,19829,2012,4,6,4,1,-1,-1,-1,36,-5.0,39.0,1017.0,8.0,SE,0.89,0.0,0.0
19829,19830,2012,4,6,5,1,-1,-1,-1,37,-5.0,42.0,1017.0,7.0,NE,0.45,0.0,0.0
19830,19831,2012,4,6,6,1,-1,-1,-1,38,-5.0,48.0,1017.0,5.0,NE,0.9,0.0,0.0
19831,19832,2012,4,6,7,1,-1,-1,-1,44,-3.0,45.0,1018.0,8.0,NE,0.89,0.0,0.0
19832,19833,2012,4,6,8,1,-1,-1,-1,51,-6.0,27.0,1018.0,12.0,SE,1.79,0.0,0.0
19833,19834,2012,4,6,9,1,-1,-1,-1,49,-8.0,19.0,1019.0,15.0,NW,0.89,0.0,0.0
19834,19835,2012,4,6,10,1,-1,-1,-1,37,-8.0,15.0,1018.0,19.0,NW,1.79,0.0,0.0
19835,19836,2012,4,6,11,1,-1,-1,-1,37,-8.0,15.0,1018.0,19.0,NW,5.81,0.0,0.0
19836,19837,2012,4,6,12,1,-1,-1,-1,35,-8.0,14.0,1017.0,20.0,SE,4.02,0.0,0.0
19837,19838,2012,4,6,13,1,-1,-1,-1,28,-8.0,13.0,1016.0,21.0,NW,4.92,0.0,0.0
19838,19839,2012,4,6,14,1,-1,-1,-1,24,-7.0,12.0,1015.0,23.0,NW,8.94,0.0,0.0
19839,19840,2012,4,6,15,1,-1,-1,-1,21,-7.0,12.0,1014.0,23.0,NE,4.02,0.0,0.0
19840,19841,2012,4,6,16,1,-1,-1,-1,20,-8.0,11.0,1014.0,23.0,NW,4.02,0.0,0.0
19841,19842,2012,4,6,17,1,-1,-1,-1,32,-8.0,11.0,1014.0,23.0,NW,7.15,0.0,0.0
19842,19843,2012,4,6,18,1,-1,-1,-1,36,-3.0,30.0,1015.0,14.0,SE,8.05,0.0,0.0
19843,19844,2012,4,6,19,1,-1,-1,-1,28,-3.0,39.0,1017.0,10.0,SE,15.2,0.0,0.0
19844,19845,2012,4,6,20,1,-1,-1,-1,18,-4.0,39.0,1019.0,9.0,SE,20.12,0.0,0.0
19845,19846,2012,4,6,21,1,-1,-1,-1,21,-5.0,42.0,1021.0,7.0,SE,24.14,0.0,0.0
19846,19847,2012,4,6,22,1,-1,-1,-1,23,-7.0,38.0,1022.0,6.0,SE,27.27,0.0,0.0
19847,19848,2012,4,6,23,1,-1,-1,-1,18,-8.0,35.0,1022.0,6.0,SE,29.06,0.0,0.0
19848,19849,2012,4,7,0,1,-1,-1,-1,14,-8.0,38.0,1021.0,5.0,SE,30.85,0.0,0.0
19849,19850,2012,4,7,1,1,-1,-1,-1,27,-8.0,44.0,1021.0,3.0,NE,0.89,0.0,0.0
19850,19851,2012,4,7,2,1,-1,-1,-1,42,-8.0,44.0,1021.0,3.0,SE,0.89,0.0,0.0
19851,19852,2012,4,7,3,1,-1,-1,-1,46,-8.0,50.0,1021.0,1.0,NW,0.89,0.0,0.0
19852,19853,2012,4,7,4,1,-1,-1,-1,53,-6.0,55.0,1020.0,2.0,NE,0.89,0.0,0.0
19853,19854,2012,4,7,5,1,-1,-1,-1,52,-8.0,47.0,1020.0,2.0,NW,0.89,0.0,0.0
19854,19855,2012,4,7,6,1,-1,-1,-1,58,-8.0,50.0,1020.0,1.0,NW,2.68,0.0,0.0
19855,19856,2012,4,7,7,1,-1,-1,-1,53,-4.0,55.0,1020.0,4.0,NW,4.47,0.0,0.0
19856,19857,2012,4,7,8,1,-1,-1,-1,56,-8.0,31.0,1020.0,8.0,NW,6.26,0.0,0.0
19857,19858,2012,4,7,9,1,-1,-1,-1,53,-9.0,25.0,1019.0,10.0,SE,0.89,0.0,0.0
19858,19859,2012,4,7,10,1,-1,-1,-1,54,-9.0,23.0,1018.0,11.0,SE,2.68,0.0,0.0
19859,19860,2012,4,7,11,1,-1,-1,-1,63,-7.0,24.0,1017.0,13.0,SE,4.47,0.0,0.0
19860,19861,2012,4,7,12,1,-1,-1,-1,80,-7.0,22.0,1016.0,14.0,SE,6.26,0.0,0.0
19861,19862,2012,4,7,13,1,-1,-1,-1,92,-6.0,21.0,1014.0,16.0,SE,4.02,0.0,0.0
19862,19863,2012,4,7,14,1,-1,-1,-1,81,-6.0,18.0,1013.0,18.0,SE,8.94,0.0,0.0
19863,19864,2012,4,7,15,1,-1,-1,-1,76,-4.0,19.0,1012.0,20.0,SE,13.86,0.0,0.0
19864,19865,2012,4,7,16,1,-1,-1,-1,95,-4.0,19.0,1011.0,20.0,SE,19.67,0.0,0.0
19865,19866,2012,4,7,17,1,-1,-1,-1,87,-3.0,20.0,1010.0,20.0,SE,23.69,0.0,0.0
19866,19867,2012,4,7,18,1,-1,-1,-1,83,-2.0,22.0,1010.0,20.0,SE,26.82,0.0,0.0
19867,19868,2012,4,7,19,1,-1,-1,-1,124,-1.0,31.0,1010.0,16.0,NW,1.79,0.0,0.0
19868,19869,2012,4,7,20,1,-1,-1,-1,171,0.0,35.0,1011.0,15.0,NE,0.89,0.0,0.0
19869,19870,2012,4,7,21,1,-1,-1,-1,151,-1.0,35.0,1012.0,14.0,NE,1.79,0.0,0.0
19870,19871,2012,4,7,22,1,-1,-1,-1,147,0.0,43.0,1012.0,12.0,NW,0.89,0.0,0.0
19871,19872,2012,4,7,23,1,-1,-1,-1,160,-1.0,37.0,1012.0,13.0,NW,1.79,0.0,0.0
19872,19873,2012,4,8,0,1,-1,-1,-1,154,-2.0,37.0,1013.0,12.0,NW,4.92,0.0,0.0
19873,19874,2012,4,8,1,1,-1,-1,-1,123,-2.0,37.0,1013.0,12.0,NW,6.71,0.0,0.0
19874,19875,2012,4,8,2,1,-1,-1,-1,93,-1.0,46.0,1014.0,10.0,NW,8.5,0.0,0.0
19875,19876,2012,4,8,3,1,-1,-1,-1,92,-8.0,27.0,1014.0,10.0,NW,12.52,0.0,0.0
19876,19877,2012,4,8,4,1,-1,-1,-1,49,-11.0,16.0,1015.0,14.0,NW,17.44,0.0,0.0
19877,19878,2012,4,8,5,1,-1,-1,-1,42,-14.0,12.0,1015.0,14.0,NW,24.59,0.0,0.0
19878,19879,2012,4,8,6,1,-1,-1,-1,35,-14.0,13.0,1016.0,13.0,NW,27.72,0.0,0.0
19879,19880,2012,4,8,7,1,-1,-1,-1,33,-14.0,12.0,1017.0,15.0,NW,33.53,0.0,0.0
19880,19881,2012,4,8,8,1,-1,-1,-1,24,-16.0,9.0,1017.0,17.0,NW,41.58,0.0,0.0
19881,19882,2012,4,8,9,1,-1,-1,-1,91,-15.0,9.0,1017.0,18.0,NW,48.73,0.0,0.0
19882,19883,2012,4,8,10,1,-1,-1,-1,42,-16.0,8.0,1017.0,19.0,NW,54.54,0.0,0.0
19883,19884,2012,4,8,11,1,-1,-1,-1,20,-15.0,8.0,1017.0,20.0,NW,60.35,0.0,0.0
19884,19885,2012,4,8,12,1,-1,-1,-1,18,-14.0,7.0,1016.0,22.0,NW,66.16,0.0,0.0
19885,19886,2012,4,8,13,1,-1,-1,-1,23,-15.0,7.0,1015.0,22.0,NW,71.08,0.0,0.0
19886,19887,2012,4,8,14,1,-1,-1,-1,23,-14.0,6.0,1014.0,24.0,NW,76.89,0.0,0.0
19887,19888,2012,4,8,15,1,-1,-1,-1,22,-14.0,6.0,1013.0,24.0,NW,84.94,0.0,0.0
19888,19889,2012,4,8,16,1,-1,-1,-1,66,-14.0,6.0,1012.0,24.0,NW,90.75,0.0,0.0
19889,19890,2012,4,8,17,1,-1,-1,-1,17,-13.0,7.0,1012.0,25.0,NW,95.67,0.0,0.0
19890,19891,2012,4,8,18,1,-1,-1,-1,16,-14.0,6.0,1012.0,24.0,NW,97.46,0.0,0.0
19891,19892,2012,4,8,19,1,-1,-1,-1,27,-13.0,10.0,1013.0,18.0,SE,4.02,0.0,0.0
19892,19893,2012,4,8,20,1,-1,-1,-1,31,-12.0,11.0,1013.0,18.0,SE,7.15,0.0,0.0
19893,19894,2012,4,8,21,1,-1,-1,-1,47,-9.0,15.0,1013.0,17.0,SE,8.94,0.0,0.0
19894,19895,2012,4,8,22,1,-1,-1,-1,49,-9.0,15.0,1013.0,17.0,SE,12.07,0.0,0.0
19895,19896,2012,4,8,23,1,-1,-1,-1,63,-7.0,17.0,1014.0,18.0,SE,15.2,0.0,0.0
19896,19897,2012,4,9,0,1,-1,-1,-1,79,-6.0,24.0,1014.0,14.0,SE,16.99,0.0,0.0
19897,19898,2012,4,9,1,1,-1,-1,-1,80,-5.0,30.0,1014.0,12.0,SE,18.78,0.0,0.0
19898,19899,2012,4,9,2,1,-1,-1,-1,100,-5.0,28.0,1014.0,13.0,SE,20.57,0.0,0.0
19899,19900,2012,4,9,3,1,-1,-1,-1,111,-4.0,37.0,1014.0,10.0,SE,22.36,0.0,0.0
19900,19901,2012,4,9,4,1,-1,-1,-1,148,-3.0,37.0,1014.0,11.0,SE,25.49,0.0,0.0
19901,19902,2012,4,9,5,1,-1,-1,-1,150,-2.0,42.0,1014.0,10.0,SE,27.28,0.0,0.0
19902,19903,2012,4,9,6,1,-1,-1,-1,164,-1.0,46.0,1015.0,10.0,SE,29.07,0.0,0.0
19903,19904,2012,4,9,7,1,-1,-1,-1,164,0.0,49.0,1015.0,10.0,NE,0.89,0.0,0.0
19904,19905,2012,4,9,8,1,-1,-1,-1,181,0.0,40.0,1016.0,13.0,SE,0.89,0.0,0.0
19905,19906,2012,4,9,9,1,-1,-1,-1,183,0.0,33.0,1016.0,16.0,SE,1.79,0.0,0.0
19906,19907,2012,4,9,10,1,-1,-1,-1,170,0.0,29.0,1015.0,18.0,SE,4.92,0.0,0.0
19907,19908,2012,4,9,11,1,-1,-1,-1,171,0.0,24.0,1014.0,21.0,SE,8.05,0.0,0.0
19908,19909,2012,4,9,12,1,-1,-1,-1,160,1.0,23.0,1012.0,23.0,SE,12.97,0.0,0.0
19909,19910,2012,4,9,13,1,-1,-1,-1,163,1.0,22.0,1012.0,24.0,SE,17.89,0.0,0.0
19910,19911,2012,4,9,14,1,-1,-1,-1,138,2.0,22.0,1011.0,25.0,SE,22.81,0.0,0.0
19911,19912,2012,4,9,15,1,-1,-1,-1,119,4.0,25.0,1010.0,25.0,SE,27.73,0.0,0.0
19912,19913,2012,4,9,16,1,-1,-1,-1,99,4.0,22.0,1009.0,27.0,SE,34.88,0.0,0.0
19913,19914,2012,4,9,17,1,-1,-1,-1,108,3.0,22.0,1008.0,26.0,SE,42.03,0.0,0.0
19914,19915,2012,4,9,18,1,-1,-1,-1,90,5.0,27.0,1009.0,25.0,SE,46.95,0.0,0.0
19915,19916,2012,4,9,19,1,-1,-1,-1,70,5.0,29.0,1009.0,24.0,SE,51.87,0.0,0.0
19916,19917,2012,4,9,20,1,-1,-1,-1,73,4.0,30.0,1010.0,22.0,SE,55.89,0.0,0.0
19917,19918,2012,4,9,21,1,-1,-1,-1,79,4.0,30.0,1010.0,22.0,SE,59.02,0.0,0.0
19918,19919,2012,4,9,22,1,-1,-1,-1,91,8.0,51.0,1011.0,18.0,SE,60.81,0.0,0.0
19919,19920,2012,4,9,23,1,-1,-1,-1,81,7.0,48.0,1011.0,18.0,SE,62.6,0.0,0.0
19920,19921,2012,4,10,0,1,-1,-1,-1,80,7.0,48.0,1011.0,18.0,SE,64.39,0.0,0.0
19921,19922,2012,4,10,1,1,-1,-1,-1,91,7.0,51.0,1010.0,17.0,SE,0.89,0.0,0.0
19922,19923,2012,4,10,2,1,-1,-1,-1,101,7.0,48.0,1010.0,18.0,SE,3.13,0.0,0.0
19923,19924,2012,4,10,3,1,-1,-1,-1,107,7.0,51.0,1009.0,17.0,SE,7.15,0.0,0.0
19924,19925,2012,4,10,4,1,-1,-1,-1,104,7.0,55.0,1009.0,16.0,SE,11.17,0.0,0.0
19925,19926,2012,4,10,5,1,-1,-1,-1,94,7.0,58.0,1009.0,15.0,SE,14.3,0.0,0.0
19926,19927,2012,4,10,6,1,-1,-1,-1,72,8.0,67.0,1009.0,14.0,SE,0.89,0.0,0.0
19927,19928,2012,4,10,7,1,-1,-1,-1,68,9.0,71.0,1009.0,14.0,SE,1.78,0.0,0.0
19928,19929,2012,4,10,8,1,-1,-1,-1,41,6.0,39.0,1009.0,20.0,SE,8.05,0.0,0.0
19929,19930,2012,4,10,9,1,-1,-1,-1,45,6.0,37.0,1009.0,21.0,SE,20.12,0.0,0.0
19930,19931,2012,4,10,10,1,-1,-1,-1,50,6.0,37.0,1010.0,21.0,SE,28.17,0.0,0.0
19931,19932,2012,4,10,11,1,-1,-1,-1,62,8.0,43.0,1010.0,21.0,SE,39.35,0.0,0.0
19932,19933,2012,4,10,12,1,-1,-1,-1,60,8.0,43.0,1009.0,21.0,SE,49.18,0.0,0.0
19933,19934,2012,4,10,13,1,-1,-1,-1,54,8.0,40.0,1008.0,22.0,SE,57.23,0.0,0.0
19934,19935,2012,4,10,14,1,-1,-1,-1,56,8.0,40.0,1007.0,22.0,SE,65.28,0.0,0.0
19935,19936,2012,4,10,15,1,-1,-1,-1,56,8.0,40.0,1007.0,22.0,SE,71.09,0.0,0.0
19936,19937,2012,4,10,16,1,-1,-1,-1,50,8.0,43.0,1006.0,21.0,SE,78.24,0.0,0.0
19937,19938,2012,4,10,17,1,-1,-1,-1,49,7.0,42.0,1006.0,20.0,SE,85.39,0.0,0.0
19938,19939,2012,4,10,18,1,-1,-1,-1,38,7.0,42.0,1007.0,20.0,SE,90.31,0.2,0.2
19939,19940,2012,4,10,19,1,-1,-1,-1,32,13.0,87.0,1008.0,15.0,SE,92.1,0.4,0.6
19940,19941,2012,4,10,20,1,-1,-1,-1,32,13.0,87.0,1010.0,15.0,NW,5.81,0.0,0.0
19941,19942,2012,4,10,21,1,-1,-1,-1,51,12.0,87.0,1011.0,14.0,NE,1.79,0.0,0.0
19942,19943,2012,4,10,22,1,-1,-1,-1,55,11.0,87.0,1011.0,13.0,NW,1.79,0.0,0.0
19943,19944,2012,4,10,23,1,-1,-1,-1,37,12.0,93.0,1012.0,13.0,NW,3.58,0.0,0.0
19944,19945,2012,4,11,0,1,-1,-1,-1,38,2.0,44.0,1013.0,14.0,NE,7.15,0.0,0.0
19945,19946,2012,4,11,1,1,-1,-1,-1,13,-1.0,37.0,1014.0,13.0,NW,7.15,0.0,0.0
19946,19947,2012,4,11,2,1,-1,-1,-1,12,-4.0,30.0,1015.0,13.0,NE,8.05,0.0,0.0
19947,19948,2012,4,11,3,1,-1,-1,-1,9,-4.0,32.0,1016.0,12.0,NE,12.97,0.0,0.0
